gene_reaction_rule_source	gene_reaction_rule_sink
locustag:STM0694	locustag:STM1651
locustag:STM0756	locustag:STM0145
locustag:STM0694	locustag:STM0137
locustag:STM4452	locustag:STM0137
locustag:STM3045	locustag:STM0137
locustag:STM4084	locustag:STM0137
locustag:STM4451	locustag:STM0137
locustag:STM0694	locustag:STM0208
locustag:STM4452	locustag:STM0208
locustag:STM3045	locustag:STM0208
locustag:STM4084	locustag:STM0208
locustag:STM4451	locustag:STM0208
locustag:STM3045	locustag:STM2121
locustag:STM4452	locustag:STM2121
locustag:STM0694	locustag:STM2121
locustag:STM4084	locustag:STM2121
locustag:STM4451	locustag:STM2121
locustag:STM3045	locustag:STM2295
locustag:STM3045	locustag:STM1301
locustag:STM4452	locustag:STM2295
locustag:STM4452	locustag:STM1301
locustag:STM0694	locustag:STM2295
locustag:STM0694	locustag:STM1301
locustag:STM4084	locustag:STM2295
locustag:STM4084	locustag:STM1301
locustag:STM4451	locustag:STM2295
locustag:STM4451	locustag:STM1301
locustag:STM0694	locustag:STM3731
locustag:STM4084	locustag:STM3731
locustag:STM4452	locustag:STM3731
locustag:STM4451	locustag:STM3731
locustag:STM3045	locustag:STM3731
locustag:STM0310	locustag:STM3200
locustag:STM0607	locustag:STM4323
locustag:STM0607	locustag:STM3915
locustag:STM0607	locustag:STM2649
locustag:STM1306	locustag:STM1303
locustag:STM2934	locustag:STM2933
locustag:STM2935	locustag:STM2933
locustag:(STM0609	locustag:STM3915
locustag:(STM0609	locustag:STM0958
locustag:(STM0609	locustag:STM0958)
locustag:(STM0609	locustag:STM2649
locustag:STM0608	locustag:STM3915
locustag:STM0608	locustag:STM0958
locustag:STM0608	locustag:STM0958)
locustag:STM0608	locustag:STM2649
locustag:STM0609	locustag:STM3915
locustag:STM0609	locustag:STM0958
locustag:STM0609	locustag:STM0958)
locustag:STM0609	locustag:STM2649
locustag:STM0402)	locustag:STM3915
locustag:STM0402)	locustag:STM0958
locustag:STM0402)	locustag:STM0958)
locustag:STM0402)	locustag:STM2649
locustag:STM0108	locustag:STM1208
locustag:STM0107	locustag:STM1208
locustag:STM0106	locustag:STM1208
locustag:STM1297	locustag:STM3683
locustag:STM2555	locustag:STM3680
locustag:STM0934	locustag:STM3680
locustag:STM3708	locustag:s0001
locustag:STM3244	locustag:STM3795
locustag:STM3244	locustag:STM3796
locustag:STM3244	locustag:STM3901
locustag:STM3244	locustag:STM3902
locustag:STM1826	locustag:STM3795
locustag:STM1826	locustag:STM3796
locustag:STM1826	locustag:STM3901
locustag:STM1826	locustag:STM3902
locustag:STM2971	locustag:STM3795
locustag:STM2971	locustag:STM3796
locustag:STM2971	locustag:STM3901
locustag:STM2971	locustag:STM3902
locustag:STM3905	locustag:STM3795
locustag:STM3905	locustag:STM3796
locustag:STM3905	locustag:STM3901
locustag:STM3905	locustag:STM3902
locustag:STM3244	locustag:(STM0970
locustag:STM3244	locustag:STM0973
locustag:STM3244	locustag:STM2646
locustag:STM3244	locustag:STM0970
locustag:STM3244	locustag:STM3241
locustag:STM1826	locustag:(STM0970
locustag:STM1826	locustag:STM0973
locustag:STM1826	locustag:STM2646
locustag:STM1826	locustag:STM0970
locustag:STM1826	locustag:STM3241
locustag:STM2971	locustag:(STM0970
locustag:STM2971	locustag:STM0973
locustag:STM2971	locustag:STM2646
locustag:STM2971	locustag:STM0970
locustag:STM2971	locustag:STM3241
locustag:STM3905	locustag:(STM0970
locustag:STM3905	locustag:STM0973
locustag:STM3905	locustag:STM2646
locustag:STM3905	locustag:STM0970
locustag:STM3905	locustag:STM3241
locustag:STM1305	locustag:STM1307
locustag:STM2309	locustag:STM2306
locustag:STM2309	locustag:STM1235
locustag:STM0832	locustag:STM3560
locustag:STM0832	locustag:STM3561
locustag:STM0832	locustag:STM3563
locustag:STM0832	locustag:STM3567
locustag:STM0832	locustag:STM3562
locustag:STM3959	locustag:STM3560
locustag:STM3959	locustag:STM3561
locustag:STM3959	locustag:STM3563
locustag:STM3959	locustag:STM3567
locustag:STM3959	locustag:STM3562
locustag:STM0832	locustag:STM3225
locustag:STM3959	locustag:STM3225
locustag:STM3477	locustag:STM3477
locustag:STM0226	locustag:STM0229
locustag:STM0226	locustag:STM0535
locustag:STM0123	locustag:STM0124
locustag:STM0494	locustag:STM4249
locustag:STM0494	locustag:STM0494
locustag:STM3921	locustag:STM3929
locustag:STM3001	locustag:STM2332
locustag:STM3001	locustag:STM2927
locustag:STM3001	locustag:STM4559_S
locustag:STM1208	locustag:STM0419
locustag:STM3307	locustag:STM4137
locustag:STM3862	locustag:STM3918
locustag:STM3862	locustag:STM3307
locustag:STM3862	locustag:STM0128
locustag:STM0128	locustag:STM2531
locustag:STM0128	locustag:STM0190
locustag:STM0128	locustag:STM3493
locustag:STM0419	locustag:STM2309
locustag:STM0419	locustag:STM1235
locustag:STM4163	locustag:STM0419
locustag:STM0126	locustag:STM0123
locustag:STM0129	locustag:STM0126
locustag:STM0619	locustag:STM0483
locustag:STM0958	locustag:STM4323
locustag:STM0958	locustag:STM3915
locustag:STM0958	locustag:STM2649
locustag:STM0958)	locustag:STM4323
locustag:STM0958)	locustag:STM3915
locustag:STM0958)	locustag:STM2649
locustag:STM3915	locustag:STM4408
locustag:STM0958	locustag:STM4408
locustag:STM0958)	locustag:STM4408
locustag:STM2649	locustag:STM4408
locustag:STM3915	locustag:STM1291
locustag:STM0958	locustag:STM1291
locustag:STM0958)	locustag:STM1291
locustag:STM2649	locustag:STM1291
locustag:STM3915	locustag:STM2946
locustag:STM0958	locustag:STM2946
locustag:STM0958)	locustag:STM2946
locustag:STM2649	locustag:STM2946
locustag:STM3915	locustag:STM2277
locustag:STM3915	locustag:STM2278
locustag:STM3915	locustag:STM2807
locustag:STM3915	locustag:STM2808
locustag:STM0958	locustag:STM2277
locustag:STM0958	locustag:STM2278
locustag:STM0958	locustag:STM2807
locustag:STM0958	locustag:STM2808
locustag:STM0958)	locustag:STM2277
locustag:STM0958)	locustag:STM2278
locustag:STM0958)	locustag:STM2807
locustag:STM0958)	locustag:STM2808
locustag:STM2649	locustag:STM2277
locustag:STM2649	locustag:STM2278
locustag:STM2649	locustag:STM2807
locustag:STM2649	locustag:STM2808
locustag:STM3915	locustag:(STM0609
locustag:STM3915	locustag:STM0608
locustag:STM3915	locustag:STM0609
locustag:STM3915	locustag:STM0402)
locustag:STM0958	locustag:(STM0609
locustag:STM0958	locustag:STM0608
locustag:STM0958	locustag:STM0609
locustag:STM0958	locustag:STM0402)
locustag:STM0958)	locustag:(STM0609
locustag:STM0958)	locustag:STM0608
locustag:STM0958)	locustag:STM0609
locustag:STM0958)	locustag:STM0402)
locustag:STM2649	locustag:(STM0609
locustag:STM2649	locustag:STM0608
locustag:STM2649	locustag:STM0609
locustag:STM2649	locustag:STM0402)
locustag:STM4137	locustag:STM0129
locustag:STM4137	locustag:STM4416
locustag:STM1710	locustag:STM3918
locustag:STM0865	locustag:STM3918
locustag:STM3205	locustag:STM3918
locustag:STM1710	locustag:STM0125
locustag:STM0865	locustag:STM0125
locustag:STM3205	locustag:STM0125
locustag:STM1710	locustag:STM2298
locustag:STM0865	locustag:STM2298
locustag:STM3205	locustag:STM2298
locustag:STM1710	locustag:STM2082
locustag:STM0865	locustag:STM2082
locustag:STM3205	locustag:STM2082
locustag:STM0221	locustag:STM1710
locustag:STM0221	locustag:STM0865
locustag:STM0221	locustag:STM3205
locustag:STM4453	locustag:STM0840
locustag:STM4453	locustag:STM0842
locustag:STM4453	locustag:STM1928
locustag:STM1929	locustag:STM3603
locustag:STM1928	locustag:STM4453
locustag:STM1928	locustag:STM1929
locustag:STM0494	locustag:STM1117
locustag:STM1796	locustag:STM0861
locustag:STM1796	locustag:STM0169
locustag:STM1796	locustag:STM2189
locustag:STM1796	locustag:STM2190
locustag:STM1796	locustag:STM2188
locustag:STM1796	locustag:STM2433
locustag:STM1796	locustag:STM1203
locustag:STM1796	locustag:STM2431
locustag:STM1796	locustag:STM2432
locustag:STM1796	locustag:STM1830
locustag:STM1796	locustag:STM1831
locustag:STM1796	locustag:STM1832
locustag:STM1796	locustag:STM1465
locustag:STM1796	locustag:STM3091
locustag:STM2433	locustag:STM4453
locustag:STM2431	locustag:STM4453
locustag:STM2432	locustag:STM4453
locustag:STM4454	locustag:STM4453
locustag:STM2433	locustag:STM1929
locustag:STM2431	locustag:STM1929
locustag:STM2432	locustag:STM1929
locustag:STM4454	locustag:STM1929
locustag:STM1727	locustag:STM3481
locustag:STM1726	locustag:STM3481
locustag:STM2080	locustag:STM2299
locustag:STM1727	locustag:STM3390
locustag:STM1727	locustag:STM3391
locustag:STM1726	locustag:STM3390
locustag:STM1726	locustag:STM3391
locustag:STM1727	locustag:STM1727
locustag:STM1727	locustag:STM1726
locustag:STM1726	locustag:STM1727
locustag:STM1726	locustag:STM1726
locustag:STM2441	locustag:STM3525
locustag:STM2444	locustag:STM3525
locustag:STM2443	locustag:STM3525
locustag:STM2442	locustag:STM3525
locustag:STM4063	locustag:STM3525
locustag:STM2441	locustag:STM2440
locustag:STM2444	locustag:STM2440
locustag:STM2443	locustag:STM2440
locustag:STM2442	locustag:STM2440
locustag:STM4063	locustag:STM2440
locustag:STM0515	locustag:STM0517
locustag:STM0515	locustag:STM3646
locustag:STM0515	locustag:STM1135
locustag:STM0515	locustag:STM4183
locustag:STM0124	locustag:STM0125
locustag:STM0134	locustag:STM0226
locustag:STM1303	locustag:STM1305
locustag:STM2299	locustag:STM2298
locustag:STM0661	locustag:STM2498
locustag:STM0051	locustag:STM2498
locustag:STM0661	locustag:STM2662
locustag:STM0051	locustag:STM2662
locustag:STM4416	locustag:STM0124
locustag:STM1800	locustag:STM0124
locustag:STM4416	locustag:STM1800
locustag:STM1226	locustag:STM3139
locustag:STM1225	locustag:STM3139
locustag:STM1223	locustag:STM3139
locustag:STM1222	locustag:STM3139
locustag:STM1226	locustag:STM1502
locustag:STM1225	locustag:STM1502
locustag:STM1223	locustag:STM1502
locustag:STM1222	locustag:STM1502
locustag:STM0535	locustag:STM0229
locustag:STM3936	locustag:STM3477
locustag:STM3936	locustag:STM2025
locustag:STM3477	locustag:STM2025
locustag:STM3937	locustag:STM3936
locustag:STM3937	locustag:STM3477
locustag:STM3937	locustag:STM4167
locustag:STM3560	locustag:STM4475
locustag:STM3561	locustag:STM4475
locustag:STM3563	locustag:STM4475
locustag:STM3567	locustag:STM4475
locustag:STM3562	locustag:STM4475
locustag:STM2497	locustag:STM2498
locustag:STM2497	locustag:STM2662
locustag:STM0166	locustag:STM0207
locustag:STM0166	locustag:STM3139
locustag:STM0166	locustag:STM1502
locustag:STM3665	locustag:STM4475
locustag:STM0317	locustag:STM2510
locustag:STM2040	locustag:STM3680
locustag:STM2041	locustag:STM3680
locustag:STM2042	locustag:STM3680
locustag:STM2043	locustag:STM3680
locustag:STM2044	locustag:STM3680
locustag:STM0103	locustag:STM4387
locustag:STM3674	locustag:STM4387
locustag:STM3671	locustag:STM0103
locustag:STM3671	locustag:STM3674
locustag:STM3672	locustag:STM0103
locustag:STM3672	locustag:STM3674
locustag:STM3673	locustag:STM0103
locustag:STM3673	locustag:STM3674
locustag:STM2025	locustag:STM2024
locustag:STM3477	locustag:STM2024
locustag:STM2023	locustag:STM3576
locustag:STM2022	locustag:STM3576
locustag:STM2021	locustag:STM3576
locustag:STM2020	locustag:STM3576
locustag:STM2023	locustag:STM4061
locustag:STM2023	locustag:STM0758
locustag:STM2022	locustag:STM4061
locustag:STM2022	locustag:STM0758
locustag:STM2021	locustag:STM4061
locustag:STM2021	locustag:STM0758
locustag:STM2020	locustag:STM4061
locustag:STM2020	locustag:STM0758
locustag:STM2023	locustag:STM2025
locustag:STM2023	locustag:STM3477
locustag:STM2022	locustag:STM2025
locustag:STM2022	locustag:STM3477
locustag:STM2021	locustag:STM2025
locustag:STM2021	locustag:STM3477
locustag:STM2020	locustag:STM2025
locustag:STM2020	locustag:STM3477
locustag:STM3576	locustag:STM1891
locustag:STM3576	locustag:STM1893
locustag:STM3576	locustag:STM1892_S
locustag:STM2024	locustag:STM2027
locustag:STM2305	locustag:STM2307
locustag:STM2027	locustag:STM2029
locustag:STM2029	locustag:STM2028
locustag:STM2028	locustag:STM3680
locustag:STM2028	locustag:STM2032
locustag:STM2032	locustag:STM2026
locustag:STM0758	locustag:STM1891
locustag:STM0758	locustag:STM1893
locustag:STM0758	locustag:STM1892_S
locustag:STM4061	locustag:STM1891
locustag:STM4061	locustag:STM1893
locustag:STM4061	locustag:STM1892_S
locustag:STM1891	locustag:STM3576
locustag:STM1893	locustag:STM3576
locustag:STM1892_S	locustag:STM3576
locustag:STM1891	locustag:STM0758
locustag:STM1891	locustag:STM4061
locustag:STM1893	locustag:STM0758
locustag:STM1893	locustag:STM4061
locustag:STM1892_S	locustag:STM0758
locustag:STM1892_S	locustag:STM4061
locustag:STM2543	locustag:STM4163
locustag:STM4162	locustag:STM4163
locustag:STM4159	locustag:STM4163
locustag:STM4160	locustag:STM4163
locustag:STM0425	locustag:STM4163
locustag:STM4161	locustag:STM4163
locustag:STM2026	locustag:STM2031
locustag:STM2031	locustag:STM2030
locustag:STM2306	locustag:STM2305
locustag:STM2467	locustag:STM2019
locustag:STM2019	locustag:STM2034
locustag:STM0426	locustag:STM0431
locustag:STM0427	locustag:STM0431
locustag:STM0429	locustag:STM0431
locustag:STM0428	locustag:STM0431
locustag:STM0431	locustag:STM0432
locustag:STM0432	locustag:STM3680
locustag:STM2058	locustag:STM0644
locustag:STM0644	locustag:STM2034
locustag:STM2034	locustag:STM2018
locustag:STM1107	locustag:STM1098
locustag:STM1107	locustag:STM1099
locustag:STM2017	locustag:STM0643
locustag:STM2017	locustag:STM0141
locustag:STM2017	locustag:STM2927
locustag:STM2018	locustag:STM2018
locustag:STM1208	locustag:STM2018
locustag:STM1098	locustag:STM1103
locustag:STM1099	locustag:STM1103
locustag:STM1103	locustag:STM1102
locustag:STM1102	locustag:STM1104
locustag:STM1104	locustag:STM1101
locustag:STM1101	locustag:STM1105
locustag:STM1105	locustag:STM1106
locustag:STM1106	locustag:STM2791
locustag:STM2082	locustag:STM2085
locustag:STM2085	locustag:STM2086
locustag:STM2086	locustag:STM2087
locustag:STM1332	locustag:STM3713
locustag:STM2087	locustag:STM2277
locustag:STM2087	locustag:STM2278
locustag:STM2087	locustag:STM2807
locustag:STM2087	locustag:STM2808
locustag:STM2087	locustag:STM1433
locustag:STM2087	locustag:STM2808)
locustag:STM2087	locustag:STM1165
locustag:STM2087	locustag:STM0872
locustag:STM2087	locustag:STM3702
locustag:STM2087	locustag:STM2088
locustag:STM2105_S	locustag:STM2107
locustag:STM2084	locustag:STM2107
locustag:STM2105_S	locustag:STM2477
locustag:STM2084	locustag:STM2477
locustag:STM2105_S	locustag:STM2109
locustag:STM2084	locustag:STM2109
locustag:STM2105_S	locustag:STM2086
locustag:STM2084	locustag:STM2086
locustag:STM2092	locustag:STM2091
locustag:STM2947	locustag:STM2430
locustag:STM2947	locustag:STM2440
locustag:STM2948	locustag:STM2430
locustag:STM2948	locustag:STM2440
locustag:STM2947	locustag:s0001
locustag:STM2948	locustag:s0001
locustag:STM2091	locustag:STM2090
locustag:STM2091	locustag:STM2093
locustag:STM1332	locustag:STM1332
locustag:STM2090	locustag:STM2089
locustag:STM2093	locustag:STM2089
locustag:STM2441	locustag:STM2934
locustag:STM2441	locustag:STM2935
locustag:STM2443	locustag:STM2934
locustag:STM2443	locustag:STM2935
locustag:STM2442	locustag:STM2934
locustag:STM2442	locustag:STM2935
locustag:STM4063	locustag:STM2934
locustag:STM4063	locustag:STM2935
locustag:STM0781	locustag:STM2934
locustag:STM0781	locustag:STM2935
locustag:STM0782	locustag:STM2934
locustag:STM0782	locustag:STM2935
locustag:STM0783	locustag:STM2934
locustag:STM0783	locustag:STM2935
locustag:STM2444	locustag:STM2934
locustag:STM2444	locustag:STM2935
locustag:STM2089	locustag:STM2087
locustag:s0001	locustag:STM2199
locustag:s0001	locustag:STM2777
locustag:STM0594	locustag:STM2775
locustag:STM0590	locustag:STM2775
locustag:STM0592	locustag:STM2775
locustag:STM0591	locustag:STM2775
locustag:STM2774	locustag:STM3186
locustag:STM1235	locustag:STM0419
locustag:STM4467	locustag:STM3290_S
locustag:STM3924	locustag:STM3927
locustag:STM3333	locustag:STM3334
locustag:STM2399	locustag:STM3062
locustag:STM3334	locustag:STM2498
locustag:STM3334	locustag:STM2662
locustag:STM3925	locustag:STM3924
locustag:STM3909	locustag:STM0181
locustag:STM0434	locustag:STM0181
locustag:STM2573	locustag:STM0181
locustag:STM0628	locustag:STM2949
locustag:STM2094	locustag:STM2096
locustag:STM2096	locustag:STM3720
locustag:STM2096	locustag:STM2085
locustag:STM2783	locustag:STM3576
locustag:STM2783	locustag:STM4061
locustag:STM2783	locustag:STM0758
locustag:STM2667	locustag:STM2669
locustag:STM2669	locustag:STM2669
locustag:STM1269	locustag:STM2669
locustag:STM2667	locustag:STM2667
locustag:STM2669	locustag:STM2667
locustag:STM1269	locustag:STM2667
locustag:STM2097	locustag:STM3925
locustag:STM3922	locustag:STM3925
locustag:STM2097	locustag:STM2094
locustag:STM3922	locustag:STM2094
locustag:STM3135	locustag:STM3612
locustag:STM0057	locustag:(STM0621
locustag:STM0057	locustag:STM0622
locustag:STM0057	locustag:STM0623
locustag:STM0057	locustag:STM0059
locustag:STM0057	locustag:STM0060
locustag:STM0057	locustag:STM0061)
locustag:STM0057	locustag:STM0620
locustag:STM0985	locustag:STM3724
locustag:STM0689	locustag:(STM0621
locustag:STM0689	locustag:STM0622
locustag:STM0689	locustag:STM0623
locustag:STM0689	locustag:STM0059
locustag:STM0689	locustag:STM0060
locustag:STM0689	locustag:STM0061)
locustag:STM0689	locustag:STM0620
locustag:STM2786	locustag:(STM0621
locustag:STM2786	locustag:STM0622
locustag:STM2786	locustag:STM0623
locustag:STM2786	locustag:STM0059
locustag:STM2786	locustag:STM0060
locustag:STM2786	locustag:STM0061)
locustag:STM2786	locustag:STM0620
locustag:STM2787	locustag:(STM0621
locustag:STM2787	locustag:STM0622
locustag:STM2787	locustag:STM0623
locustag:STM2787	locustag:STM0059
locustag:STM2787	locustag:STM0060
locustag:STM2787	locustag:STM0061)
locustag:STM2787	locustag:STM0620
locustag:STM2788	locustag:(STM0621
locustag:STM2788	locustag:STM0622
locustag:STM2788	locustag:STM0623
locustag:STM2788	locustag:STM0059
locustag:STM2788	locustag:STM0060
locustag:STM2788	locustag:STM0061)
locustag:STM2788	locustag:STM0620
locustag:STM2786	locustag:STM4184
locustag:STM2787	locustag:STM4184
locustag:STM2788	locustag:STM4184
locustag:STM3043	locustag:STM4323
locustag:STM3043	locustag:STM3915
locustag:STM3043	locustag:STM2649
locustag:STM4456	locustag:STM3576
locustag:STM1255	locustag:STM3576
locustag:STM1256	locustag:STM3576
locustag:STM1257	locustag:STM3576
locustag:STM1258	locustag:STM3576
locustag:STM1259	locustag:STM3576
locustag:STM4456	locustag:STM4061
locustag:STM4456	locustag:STM0758
locustag:STM1255	locustag:STM4061
locustag:STM1255	locustag:STM0758
locustag:STM1256	locustag:STM4061
locustag:STM1256	locustag:STM0758
locustag:STM1257	locustag:STM4061
locustag:STM1257	locustag:STM0758
locustag:STM1258	locustag:STM4061
locustag:STM1258	locustag:STM0758
locustag:STM1259	locustag:STM4061
locustag:STM1259	locustag:STM0758
locustag:STM3250	locustag:STM3249
locustag:STM3697	locustag:STM3249
locustag:STM4100	locustag:STM1464
locustag:STM4100	locustag:STM3161
locustag:STM4100	locustag:STM1557
locustag:STM3624A	locustag:STM1464
locustag:STM3624A	locustag:STM3161
locustag:STM3624A	locustag:STM1557
locustag:STM4301	locustag:STM1566
locustag:STM4325	locustag:STM1566
locustag:STM3599	locustag:STM1566
locustag:STM4301	locustag:STM2472
locustag:STM4325	locustag:STM2472
locustag:STM3599	locustag:STM2472
locustag:STM3255	locustag:STM1326
locustag:STM3255	locustag:STM3254
locustag:STM3256	locustag:STM1326
locustag:STM3256	locustag:STM3254
locustag:STM2432	locustag:STM1326
locustag:STM2432	locustag:STM3254
locustag:STM2861	locustag:STM4061
locustag:STM2861	locustag:STM0758
locustag:STM2862	locustag:STM4061
locustag:STM2862	locustag:STM0758
locustag:STM2863	locustag:STM4061
locustag:STM2863	locustag:STM0758
locustag:STM2864	locustag:STM4061
locustag:STM2864	locustag:STM0758
locustag:STM1383	locustag:STM1686
locustag:STM1385	locustag:STM1686
locustag:STM1384	locustag:STM1686
locustag:STM1383	locustag:STM2441
locustag:STM1383	locustag:STM2444
locustag:STM1383	locustag:STM2443
locustag:STM1383	locustag:STM2442
locustag:STM1383	locustag:STM4063
locustag:STM1385	locustag:STM2441
locustag:STM1385	locustag:STM2444
locustag:STM1385	locustag:STM2443
locustag:STM1385	locustag:STM2442
locustag:STM1385	locustag:STM4063
locustag:STM1384	locustag:STM2441
locustag:STM1384	locustag:STM2444
locustag:STM1384	locustag:STM2443
locustag:STM1384	locustag:STM2442
locustag:STM1384	locustag:STM4063
locustag:STM1383	locustag:STM2065
locustag:STM1383	locustag:STM2064
locustag:STM1383	locustag:STM2063
locustag:STM1385	locustag:STM2065
locustag:STM1385	locustag:STM2064
locustag:STM1385	locustag:STM2063
locustag:STM1384	locustag:STM2065
locustag:STM1384	locustag:STM2064
locustag:STM1384	locustag:STM2063
locustag:STM0787	locustag:STM0788
locustag:STM2548	locustag:STM2430
locustag:STM2548	locustag:STM2440
locustag:STM2549	locustag:STM2430
locustag:STM2549	locustag:STM2440
locustag:STM2550	locustag:STM2430
locustag:STM2550	locustag:STM2440
locustag:STM2548	locustag:s0001
locustag:STM2549	locustag:s0001
locustag:STM2550	locustag:s0001
locustag:STM4167	locustag:STM2451
locustag:STM4167	locustag:STM4004
locustag:STM4066	locustag:STM4164
locustag:STM4066	locustag:STM0533
locustag:STM0364	locustag:STM0194
locustag:STM0364	locustag:STM0192
locustag:STM0364	locustag:STM0193
locustag:STM0589	locustag:STM3713
locustag:STM0586	locustag:STM0593
locustag:STM0586	locustag:STM2774
locustag:STM0586	locustag:STM2775
locustag:STM0586	locustag:STM0586
locustag:STM0586	locustag:STM2773
locustag:STM2775	locustag:STM2774
locustag:STM2777	locustag:STM0594
locustag:STM2777	locustag:STM0590
locustag:STM2777	locustag:STM0592
locustag:STM2777	locustag:STM0591
locustag:STM0003	locustag:STM0091
locustag:STM0003	locustag:STM0163
locustag:STM0003	locustag:STM2578
locustag:STM3927	locustag:STM3926
locustag:STM0666	locustag:STM3009
locustag:STM1377	locustag:STM3009
locustag:STM0666	locustag:STM0837
locustag:STM0666	locustag:STM1215
locustag:STM0666	locustag:STM1375
locustag:STM1377	locustag:STM0837
locustag:STM1377	locustag:STM1215
locustag:STM1377	locustag:STM1375
locustag:STM2391	locustag:STM3010
locustag:STM2391	locustag:STM1196
locustag:STM2775	locustag:STM2775
locustag:STM2775	locustag:STM0586
locustag:STM2392	locustag:STM3010
locustag:STM2392	locustag:STM1196
locustag:STM2393	locustag:STM3010
locustag:STM2393	locustag:STM1196
locustag:STM3186	locustag:s0001
locustag:STM2773	locustag:STM2773
locustag:STM2773	locustag:STM2774
locustag:STM3793	locustag:STM4567
locustag:STM0047	locustag:STM0666
locustag:STM0047	locustag:STM1377
locustag:STM3002	locustag:STM3010
locustag:STM3002	locustag:STM3961
locustag:STM2016	locustag:STM2016
locustag:STM2016	locustag:STM1221
locustag:STM1105	locustag:STM2289
locustag:STM3828	locustag:STM3829
locustag:STM2289	locustag:STM2791
locustag:STM4580_S	locustag:STM0645
locustag:STM4580_S	locustag:STM4580_S
locustag:STM2232	locustag:STM3926
locustag:STM2087	locustag:STM2232
locustag:STM3926	locustag:STM1332
locustag:STM3926	locustag:STM0589
locustag:STM3926	locustag:STM2079
locustag:STM0689	locustag:STM0690
locustag:STM0689	locustag:STM0691
locustag:STM1651	locustag:STM3045
locustag:STM1651	locustag:STM4084
locustag:STM1651	locustag:STM4452
locustag:STM1651	locustag:STM4451
locustag:STM1651	locustag:STM0694
locustag:STM2016	locustag:STM2017
locustag:STM1221	locustag:STM2017
locustag:STM2016	locustag:STM1004
locustag:STM1221	locustag:STM1004
locustag:STM2079	locustag:STM3713
