gene_reaction_rule_source	gene_reaction_rule_sink
locustag:STM2009	locustag:STM0483
locustag:STM2536	locustag:STM1124
locustag:STM4477	locustag:STM1124
locustag:STM0316	locustag:STM1124
locustag:STM1057	locustag:STM1124
locustag:STM2536	locustag:STM0242
locustag:STM4477	locustag:STM0242
locustag:STM0316	locustag:STM0242
locustag:STM1057	locustag:STM0242
locustag:STM0207	locustag:STM0483
locustag:STM0207	locustag:STM2817
locustag:STM1724	locustag:STM1725
locustag:STM1724	locustag:STM1724
locustag:STM1723	locustag:STM1724
locustag:STM1724	locustag:STM1582
locustag:STM1723	locustag:STM1582
locustag:STM0154	locustag:STM1304
locustag:STM0736	locustag:STM1304
locustag:STM0737	locustag:STM1304
locustag:STM0154	locustag:STM4182
locustag:STM0736	locustag:STM4182
locustag:STM0737	locustag:STM4182
locustag:STM0154	locustag:STM0213
locustag:STM0736	locustag:STM0213
locustag:STM0737	locustag:STM0213
locustag:STM3010	locustag:STM2378
locustag:STM3010	locustag:STM1197
locustag:STM1196	locustag:STM2378
locustag:STM1196	locustag:STM1197
locustag:STM3010	locustag:STM3173
locustag:STM1196	locustag:STM3173
locustag:STM3010	locustag:STM1889
locustag:STM1196	locustag:STM1889
locustag:STM3010	locustag:STM0403
locustag:STM1196	locustag:STM0403
locustag:STM3010	locustag:STM4235
locustag:STM1196	locustag:STM4235
locustag:STM3630	locustag:STM0124
locustag:STM3629	locustag:STM0124
locustag:STM3628	locustag:STM0124
locustag:STM3627	locustag:STM0124
locustag:STM3626	locustag:STM0124
locustag:STM0380	locustag:STM0124
locustag:STM0130	locustag:STM0124
locustag:STM2555	locustag:STM1448
locustag:STM0934	locustag:STM1448
locustag:STM4296	locustag:STM3078
locustag:STM3086	locustag:STM3078
locustag:STM3010	locustag:STM2401
locustag:STM1196	locustag:STM2401
locustag:STM3106	locustag:STM0665
locustag:STM3106	locustag:STM0664
locustag:STM3106	locustag:STM0663
locustag:STM3106	locustag:STM0662
locustag:STM3106	locustag:STM3614
locustag:STM3106	locustag:STM4283
locustag:STM3106	locustag:STM4325
locustag:STM3106	locustag:STM4301
locustag:STM3106	locustag:STM3599
locustag:STM0680	locustag:STM1294
locustag:STM0680	locustag:STM0847
locustag:STM0680	locustag:STM3598
locustag:STM0680	locustag:STM1000
locustag:STM3066	locustag:STM3086
locustag:STM3066	locustag:STM2355
locustag:STM3066	locustag:STM2352
locustag:STM3066	locustag:STM2351
locustag:STM3066	locustag:STM2353
locustag:STM3066	locustag:STM0890
locustag:STM3066	locustag:STM0887
locustag:STM3066	locustag:STM0888
locustag:STM3066	locustag:STM0891
locustag:STM3066	locustag:STM0889
locustag:STM3877	locustag:STM1294
locustag:STM3877	locustag:STM0847
locustag:STM3877	locustag:STM3598
locustag:STM3877	locustag:STM1000
locustag:STM3010	locustag:STM1155
locustag:STM1196	locustag:STM1155
locustag:STM4382	locustag:STM4386
locustag:STM4382	locustag:STM3675
locustag:STM2431	locustag:STM4382
locustag:STM2432	locustag:STM4382
locustag:STM4385	locustag:STM4382
locustag:STM4384	locustag:STM4382
locustag:STM4383_S	locustag:STM4382
locustag:STM1963	locustag:STM3513
locustag:STM1963	locustag:STM0401
locustag:STM3664	locustag:STM4229
locustag:STM3664	locustag:STM4228
locustag:STM3664	locustag:STM4227
locustag:STM3664	locustag:STM4230
locustag:STM2792	locustag:STM2791
locustag:STM1597	locustag:STM2792
locustag:STM2793	locustag:STM2792
locustag:STM0180	locustag:STM0181
locustag:STM2641	locustag:STM0756
locustag:STM1779	locustag:STM2929
locustag:STM2809	locustag:STM0071
locustag:STM2810	locustag:STM0071
locustag:STM2811	locustag:STM0071
locustag:STM2809	locustag:STM0074
locustag:STM2810	locustag:STM0074
locustag:STM2811	locustag:STM0074
locustag:STM3630	locustag:STM1057
locustag:STM3630	locustag:STM0316
locustag:STM3630	locustag:STM4477
locustag:STM3630	locustag:STM2536
locustag:STM3629	locustag:STM1057
locustag:STM3629	locustag:STM0316
locustag:STM3629	locustag:STM4477
locustag:STM3629	locustag:STM2536
locustag:STM3628	locustag:STM1057
locustag:STM3628	locustag:STM0316
locustag:STM3628	locustag:STM4477
locustag:STM3628	locustag:STM2536
locustag:STM3627	locustag:STM1057
locustag:STM3627	locustag:STM0316
locustag:STM3627	locustag:STM4477
locustag:STM3627	locustag:STM2536
locustag:STM3626	locustag:STM1057
locustag:STM3626	locustag:STM0316
locustag:STM3626	locustag:STM4477
locustag:STM3626	locustag:STM2536
locustag:STM2384	locustag:STM3469
locustag:STM2384	locustag:STM1824
locustag:STM2384	locustag:STM1724
locustag:STM2384	locustag:STM1723
locustag:STM2384	locustag:STM4233
locustag:STM2384	locustag:STM0595
locustag:STM2384	locustag:STM2310
locustag:STM2384	locustag:STM2667
locustag:STM2384	locustag:STM2669
locustag:STM2384	locustag:STM1269
locustag:STM4233	locustag:STM4234
locustag:STM1304	locustag:STM1306
locustag:STM0618	locustag:(STM0621
locustag:STM0618	locustag:STM0622
locustag:STM0618	locustag:STM0623
locustag:STM0618	locustag:STM0059
locustag:STM0618	locustag:STM0060
locustag:STM0618	locustag:STM0061)
locustag:STM0618	locustag:STM0620
locustag:STM0618	locustag:STM3614
locustag:STM0618	locustag:STM4301
locustag:STM0618	locustag:STM4325
locustag:STM0618	locustag:STM3599
locustag:s0001	locustag:STM4584
locustag:s0001	locustag:STM4349
locustag:s0001	locustag:STM3103
locustag:STM2071	locustag:STM2078
locustag:STM0074	locustag:STM0071
locustag:STM4398	locustag:STM0181
locustag:STM0074	locustag:STM2809
locustag:STM0074	locustag:STM2810
locustag:STM0074	locustag:STM2811
locustag:STM0794	locustag:STM0207
locustag:STM0730	locustag:(STM0621
locustag:STM0730	locustag:STM0622
locustag:STM0730	locustag:STM0623
locustag:STM0730	locustag:STM0059
locustag:STM0730	locustag:STM0060
locustag:STM0730	locustag:STM0061)
locustag:STM0730	locustag:STM0620
locustag:STM2558	locustag:STM0234
locustag:STM2558	locustag:STM2559
locustag:STM2558	locustag:STM3040
locustag:STM2558	locustag:STM3066
locustag:STM0066	locustag:STM4459
locustag:STM0066	locustag:STM4460
locustag:STM0067	locustag:STM4459
locustag:STM0067	locustag:STM4460
locustag:STM3576	locustag:STM3190
locustag:STM0758	locustag:STM3190
locustag:STM4061	locustag:STM3190
locustag:STM3190	locustag:STM3576
locustag:STM3190	locustag:STM0758
locustag:STM3190	locustag:STM4061
locustag:STM4064	locustag:STM0222
locustag:STM4064	locustag:STM0984
locustag:STM4064	locustag:STM1710
locustag:STM3576	locustag:STM3952
locustag:STM3576	locustag:STM2023
locustag:STM3576	locustag:STM2022
locustag:STM3576	locustag:STM2021
locustag:STM3576	locustag:STM2020
locustag:STM4061	locustag:STM3952
locustag:STM0758	locustag:STM3952
locustag:STM4061	locustag:STM2023
locustag:STM4061	locustag:STM2022
locustag:STM4061	locustag:STM2021
locustag:STM4061	locustag:STM2020
locustag:STM0758	locustag:STM2023
locustag:STM0758	locustag:STM2022
locustag:STM0758	locustag:STM2021
locustag:STM0758	locustag:STM2020
locustag:STM3952	locustag:STM3576
locustag:STM3952	locustag:STM4061
locustag:STM3952	locustag:STM0758
locustag:STM3190	locustag:STM2025
locustag:STM3190	locustag:STM3477
locustag:STM3952	locustag:STM2025
locustag:STM3952	locustag:STM3477
locustag:STM0984	locustag:STM3713
locustag:STM0984	locustag:STM2301
locustag:STM0168	locustag:STM3190
locustag:s0001	locustag:STM1204
locustag:s0001	locustag:STM1737
locustag:s0001	locustag:STM3158
locustag:s0001	locustag:STM3159
locustag:STM3013	locustag:STM0234
locustag:STM3013	locustag:STM2559
locustag:STM3013	locustag:STM3040
locustag:STM3013	locustag:STM3066
locustag:STM1954	locustag:STM3013
locustag:STM1954	locustag:STM0123
locustag:STM1204	locustag:STM0194
locustag:STM1204	locustag:STM0192
locustag:STM1204	locustag:STM0193
locustag:STM1737	locustag:STM0194
locustag:STM1737	locustag:STM0192
locustag:STM1737	locustag:STM0193
locustag:STM3158	locustag:STM0194
locustag:STM3158	locustag:STM0192
locustag:STM3158	locustag:STM0193
locustag:STM3159	locustag:STM0194
locustag:STM3159	locustag:STM0192
locustag:STM3159	locustag:STM0193
locustag:STM0498	locustag:STM0168
locustag:STM2451	locustag:STM3987
locustag:STM4004	locustag:STM0207
locustag:STM4004	locustag:STM3987
locustag:STM0222	locustag:STM4064
locustag:STM0222	locustag:STM1945
locustag:STM0222	locustag:STM2652
locustag:STM3195	locustag:STM1426
locustag:STM0797	locustag:STM0794
locustag:STM1489	locustag:STM0794
locustag:STM2121	locustag:STM3731
locustag:STM2183	locustag:STM1750
locustag:STM3113	locustag:STM2183
locustag:STM2409	locustag:STM2183
locustag:STM3525	locustag:STM2947
locustag:STM3525	locustag:STM2948
locustag:STM3525	locustag:STM2548
locustag:STM3525	locustag:STM2549
locustag:STM3525	locustag:STM2550
locustag:STM3612	locustag:STM1884
locustag:STM2670	locustag:STM3486
locustag:STM0760	locustag:STM3486
locustag:STM1347	locustag:STM3486
locustag:STM3668	locustag:STM3674
locustag:STM4567	locustag:STM3680
locustag:STM4323	locustag:STM4323
locustag:STM4323	locustag:STM0607
locustag:STM3915	locustag:STM4323
locustag:STM3915	locustag:STM0607
locustag:STM2649	locustag:STM4323
locustag:STM2649	locustag:STM0607
locustag:STM4323	locustag:STM3043
locustag:STM3915	locustag:STM3043
locustag:STM2649	locustag:STM3043
locustag:STM4323	locustag:STM3915
locustag:STM4323	locustag:STM0958
locustag:STM4323	locustag:STM0958)
locustag:STM4323	locustag:STM2649
locustag:STM3915	locustag:STM3915
locustag:STM3915	locustag:STM0958
locustag:STM3915	locustag:STM0958)
locustag:STM3915	locustag:STM2649
locustag:STM2649	locustag:STM3915
locustag:STM2649	locustag:STM0958
locustag:STM2649	locustag:STM0958)
locustag:STM2649	locustag:STM2649
locustag:STM3904	locustag:STM0113
locustag:STM3904	locustag:STM0182
locustag:STM3904	locustag:STM3665
locustag:STM0598	locustag:STM0596
locustag:STM4398	locustag:STM3802
locustag:STM0596	locustag:STM0584
locustag:STM0064	locustag:STM0213
locustag:STM2489	locustag:STM0064
locustag:STM1750	locustag:STM2332
locustag:STM1750	locustag:STM2927
locustag:STM1750	locustag:STM4559_S
locustag:STM1750	locustag:STM3001
locustag:STM2409	locustag:STM1750
locustag:STM3113	locustag:STM1750
locustag:STM3206	locustag:STM0183
locustag:STM3731	locustag:STM2332
locustag:STM3731	locustag:STM2927
locustag:STM3731	locustag:STM4559_S
locustag:STM3731	locustag:STM3001
locustag:STM3161	locustag:STM2430
locustag:STM3161	locustag:STM2440
locustag:STM3161	locustag:s0001
locustag:STM0220	locustag:STM2930
locustag:STM0422	locustag:STM0220
locustag:STM0422	locustag:STM0091
locustag:STM0422	locustag:STM0163
locustag:STM0422	locustag:STM2578
locustag:STM0422	locustag:STM2543
locustag:STM0422	locustag:STM4162
locustag:STM0422	locustag:STM4159
locustag:STM0422	locustag:STM4160
locustag:STM0422	locustag:STM0425
locustag:STM0422	locustag:STM4161
locustag:STM3660	locustag:STM0220
locustag:STM3660	locustag:STM0091
locustag:STM3660	locustag:STM0163
locustag:STM3660	locustag:STM2578
locustag:STM3660	locustag:STM2543
locustag:STM3660	locustag:STM4162
locustag:STM3660	locustag:STM4159
locustag:STM3660	locustag:STM4160
locustag:STM3660	locustag:STM0425
locustag:STM3660	locustag:STM4161
locustag:STM0416	locustag:STM0416
locustag:STM3295	locustag:STM2365
locustag:STM3486	locustag:STM1358
locustag:STM1700	locustag:STM2378
locustag:STM1700	locustag:STM1197
locustag:STM1700	locustag:STM0403
locustag:STM1700	locustag:STM3173
locustag:STM1700	locustag:STM1155
locustag:STM1700	locustag:STM4235
locustag:STM3165	locustag:STM3646
locustag:STM0255	locustag:STM3646
locustag:STM3646	locustag:STM4484
locustag:STM1700	locustag:STM1889
locustag:STM1464	locustag:STM4188_S
locustag:STM1464	locustag:STM3965
locustag:STM3161	locustag:STM4188_S
locustag:STM3161	locustag:STM3965
locustag:STM1557	locustag:STM4188_S
locustag:STM1557	locustag:STM3965
locustag:STM0423	locustag:STM0423
locustag:STM0049	locustag:STM0423
locustag:STM1700	locustag:STM2401
locustag:STM3928	locustag:STM3713
locustag:STM3919	locustag:STM3713
locustag:STM3926	locustag:STM3928
locustag:STM3926	locustag:STM3919
locustag:STM3928	locustag:STM3928
locustag:STM3928	locustag:STM3919
locustag:STM3919	locustag:STM3928
locustag:STM3919	locustag:STM3919
locustag:STM1885	locustag:STM1884
locustag:STM1155	locustag:STM1889
locustag:STM1889	locustag:STM3712
locustag:STM1889	locustag:STM0984
locustag:STM2401	locustag:STM1889
locustag:STM2183	locustag:STM0661
locustag:STM2183	locustag:STM0051
locustag:STM2183	locustag:STM2122
locustag:STM0661	locustag:STM3334
locustag:STM0051	locustag:STM3334
locustag:STM0661	locustag:STM3885
locustag:STM0661	locustag:STM3793
locustag:STM0584	locustag:STM0593
locustag:STM0584	locustag:STM2774
locustag:STM0584	locustag:STM2775
locustag:STM0584	locustag:STM0586
locustag:STM0584	locustag:STM2773
locustag:STM2457	locustag:STM3680
locustag:STM2458	locustag:STM3680
locustag:STM3113	locustag:STM0661
locustag:STM2409	locustag:STM0661
locustag:STM3113	locustag:STM2122
locustag:STM2409	locustag:STM2122
locustag:STM2460	locustag:STM2457
locustag:STM2460	locustag:STM2458
locustag:STM4236	locustag:STM0222
locustag:STM4236	locustag:STM0984
locustag:STM4236	locustag:STM1710
locustag:STM4398	locustag:STM0380
locustag:STM4398	locustag:STM0130
locustag:STM4398	locustag:STM2555
locustag:STM4398	locustag:STM0934
locustag:STM4398	locustag:STM1803
locustag:STM0840	locustag:STM0393
locustag:STM0842	locustag:STM0393
locustag:STM0403	locustag:STM3010
locustag:STM0403	locustag:STM1196
locustag:STM0464	locustag:STM3010
locustag:STM0464	locustag:STM1196
locustag:STM1818	locustag:STM0464
locustag:STM1350	locustag:STM0464
locustag:STM1350	locustag:STM3983
locustag:STM1818	locustag:STM3983
locustag:STM0489	locustag:STM0439
locustag:STM0489	locustag:STM2254
locustag:STM0489	locustag:STM2253
locustag:STM0489	locustag:STM2252
locustag:STM2199	locustag:STM0594
locustag:STM2199	locustag:STM0590
locustag:STM2199	locustag:STM0592
locustag:STM2199	locustag:STM0591
locustag:STM1737	locustag:STM0594
locustag:STM1737	locustag:STM0590
locustag:STM1737	locustag:STM0592
locustag:STM1737	locustag:STM0591
locustag:STM3158	locustag:STM0594
locustag:STM3158	locustag:STM0590
locustag:STM3158	locustag:STM0592
locustag:STM3158	locustag:STM0591
locustag:STM3159	locustag:STM0594
locustag:STM3159	locustag:STM0590
locustag:STM3159	locustag:STM0592
locustag:STM3159	locustag:STM0591
locustag:s0001	locustag:STM0191
locustag:STM0191	locustag:STM0194
locustag:STM0191	locustag:STM0192
locustag:STM0191	locustag:STM0193
locustag:STM1117	locustag:STM0861
locustag:STM1117	locustag:STM0169
locustag:STM1117	locustag:STM2189
locustag:STM1117	locustag:STM2190
locustag:STM1117	locustag:STM2188
locustag:STM1117	locustag:STM2433
locustag:STM1117	locustag:STM1203
locustag:STM1117	locustag:STM2431
locustag:STM1117	locustag:STM2432
locustag:STM1117	locustag:STM1830
locustag:STM1117	locustag:STM1831
locustag:STM1117	locustag:STM1832
locustag:STM1117	locustag:STM1465
locustag:STM1117	locustag:STM3091
locustag:STM3923	locustag:STM2097
locustag:STM3923	locustag:STM3922
locustag:STM2095	locustag:STM2097
locustag:STM2095	locustag:STM3922
locustag:STM0594	locustag:STM0586
locustag:STM0590	locustag:STM0586
locustag:STM0592	locustag:STM0586
locustag:STM0591	locustag:STM0586
locustag:s0001	locustag:STM0585
locustag:STM0585	locustag:STM0594
locustag:STM0585	locustag:STM0590
locustag:STM0585	locustag:STM0592
locustag:STM0585	locustag:STM0591
locustag:STM4235	locustag:STM3173
locustag:STM0593	locustag:STM3186
locustag:STM0194	locustag:STM3979
locustag:STM0192	locustag:STM3979
locustag:STM0193	locustag:STM3979
locustag:STM3556	locustag:STM3553
locustag:STM3557	locustag:STM3553
locustag:STM3554	locustag:STM3553
locustag:STM3555	locustag:STM3553
locustag:STM0694	locustag:STM3045
locustag:STM0694	locustag:STM4084
locustag:STM0694	locustag:STM4452
locustag:STM0694	locustag:STM4451
locustag:STM0694	locustag:STM0694
locustag:STM4084	locustag:STM3045
locustag:STM4084	locustag:STM4084
locustag:STM4084	locustag:STM4452
locustag:STM4084	locustag:STM4451
locustag:STM4084	locustag:STM0694
locustag:STM3045	locustag:STM3045
locustag:STM3045	locustag:STM4084
locustag:STM3045	locustag:STM4452
locustag:STM3045	locustag:STM4451
locustag:STM3045	locustag:STM0694
locustag:STM0974	locustag:STM4035
locustag:STM0974	locustag:STM4036
locustag:STM0974	locustag:STM4037
locustag:STM0974	locustag:STM1570
locustag:STM0974	locustag:STM1569
locustag:STM0974	locustag:STM1568
locustag:STM0974	locustag:STM0974
locustag:STM0840	locustag:STM4108
locustag:STM0840	locustag:STM3529
locustag:STM0842	locustag:STM4108
locustag:STM0842	locustag:STM3529
locustag:STM0840	locustag:STM4086
locustag:STM0842	locustag:STM4086
locustag:STM2205	locustag:STM4085
locustag:STM2205	locustag:STM4415
locustag:s0001	locustag:STM1124
locustag:s0001	locustag:STM0386
locustag:STM0322	locustag:s0001
locustag:STM2204	locustag:STM2205
locustag:STM2206	locustag:STM2205
locustag:STM2431	locustag:STM2205
locustag:STM2432	locustag:STM2205
locustag:STM3787	locustag:STM0840
locustag:STM3787	locustag:STM0842
locustag:STM3787	locustag:STM1928
locustag:STM3862	locustag:STM3862
locustag:STM3827	locustag:STM3828
locustag:STM1830	locustag:STM0684
locustag:STM1831	locustag:STM0684
locustag:STM1832	locustag:STM0684
locustag:STM2431	locustag:STM0684
locustag:STM2432	locustag:STM0684
locustag:STM1883	locustag:STM2565
locustag:STM2108	locustag:STM2108
locustag:STM2956	locustag:STM3742
locustag:STM3742	locustag:STM3742
locustag:STM0773	locustag:STM2189
locustag:STM0773	locustag:STM2190
locustag:STM0773	locustag:STM2188
locustag:STM0773	locustag:STM3091
locustag:STM4298	locustag:STM0774
locustag:STM4298	locustag:STM2101
locustag:STM3719	locustag:STM3718
locustag:STM2477	locustag:STM0141
locustag:STM2477	locustag:STM2927
locustag:STM2477	locustag:STM2105_S
locustag:STM2477	locustag:STM2084
locustag:STM2189	locustag:STM0774
locustag:STM2189	locustag:STM2101
locustag:STM2190	locustag:STM0774
locustag:STM2190	locustag:STM2101
locustag:STM2188	locustag:STM0774
locustag:STM2188	locustag:STM2101
locustag:STM3861	locustag:STM0684
locustag:STM3091	locustag:STM0774
locustag:STM3091	locustag:STM2101
locustag:STM3787	locustag:STM0684
locustag:STM3538	locustag:STM3514
locustag:STM3538	locustag:STM3534
locustag:STM3538	locustag:STM3537
locustag:STM2960	locustag:STM3249
locustag:STM2961	locustag:STM3249
locustag:STM3535	locustag:STM3538
locustag:STM3535	locustag:STM3534
locustag:STM3535	locustag:STM3514
locustag:STM3722	locustag:STM3719
locustag:STM3718	locustag:STM3717
locustag:STM3717	locustag:STM3714
locustag:STM2959	locustag:STM3062
locustag:STM2492	locustag:STM3062
locustag:STM3247	locustag:STM3062
locustag:STM0525	locustag:STM3062
locustag:STM3054	locustag:STM0182
locustag:STM3053	locustag:STM0182
locustag:STM3055	locustag:STM0182
locustag:STM0154	locustag:STM0182
locustag:STM3054	locustag:STM4105
locustag:STM3053	locustag:STM4105
locustag:STM3055	locustag:STM4105
locustag:STM0154	locustag:STM4105
locustag:STM3054	locustag:STM3001
locustag:STM3053	locustag:STM3001
locustag:STM3055	locustag:STM3001
locustag:STM0154	locustag:STM3001
locustag:STM3646	locustag:STM1620
locustag:STM1135	locustag:STM1620
locustag:STM2433	locustag:STM0840
locustag:STM2433	locustag:STM0842
locustag:STM1203	locustag:STM0840
locustag:STM1203	locustag:STM0842
locustag:STM2431	locustag:STM0840
locustag:STM2431	locustag:STM0842
locustag:STM2432	locustag:STM0840
locustag:STM2432	locustag:STM0842
locustag:STM1830	locustag:STM0840
locustag:STM1830	locustag:STM0842
locustag:STM1831	locustag:STM0840
locustag:STM1831	locustag:STM0842
locustag:STM1832	locustag:STM0840
locustag:STM1832	locustag:STM0842
locustag:STM1465	locustag:STM0840
locustag:STM1465	locustag:STM0842
locustag:STM2433	locustag:STM1928
locustag:STM1203	locustag:STM1928
locustag:STM2431	locustag:STM1928
locustag:STM2432	locustag:STM1928
locustag:STM1830	locustag:STM1928
locustag:STM1831	locustag:STM1928
locustag:STM1832	locustag:STM1928
locustag:STM1465	locustag:STM1928
locustag:STM4231	locustag:STM0861
locustag:STM4231	locustag:STM0169
locustag:STM4231	locustag:STM2189
locustag:STM4231	locustag:STM2190
locustag:STM4231	locustag:STM2188
locustag:STM4231	locustag:STM2433
locustag:STM4231	locustag:STM1203
locustag:STM4231	locustag:STM2431
locustag:STM4231	locustag:STM2432
locustag:STM4231	locustag:STM1830
locustag:STM4231	locustag:STM1831
locustag:STM4231	locustag:STM1832
locustag:STM4231	locustag:STM1465
locustag:STM4231	locustag:STM3091
locustag:STM4273	locustag:STM1620
locustag:STM3537	locustag:STM3538
locustag:STM3537	locustag:STM3534
locustag:STM3537	locustag:STM3514
locustag:STM3536	locustag:STM3535
locustag:STM1620	locustag:STM0517
locustag:STM1620	locustag:STM3646
locustag:STM1620	locustag:STM1135
locustag:STM1620	locustag:STM4183
locustag:STM0321	locustag:STM0322
locustag:STM2818	locustag:STM3095
locustag:STM0261	locustag:STM2167
locustag:STM3106	locustag:STM3746
locustag:STM2109	locustag:STM2108
locustag:STM1777	locustag:STM2415
locustag:STM2415	locustag:STM1777
locustag:STM3200	locustag:STM3710
locustag:STM3200	locustag:STM0248
locustag:STM0248	locustag:STM3200
locustag:STM0141	locustag:STM4366
locustag:STM0141	locustag:STM2511
locustag:STM0141	locustag:STM2927
locustag:STM2510	locustag:STM0141
locustag:STM2510	locustag:STM2927
locustag:STM2081	locustag:STM3195
locustag:STM3551	locustag:STM3630
locustag:STM3551	locustag:STM3629
locustag:STM3551	locustag:STM3628
locustag:STM3551	locustag:STM3627
locustag:STM3551	locustag:STM3626
locustag:STM3551	locustag:STM0665
locustag:STM3551	locustag:STM0664
locustag:STM3551	locustag:STM0663
locustag:STM3551	locustag:STM0662
locustag:STM3551	locustag:STM3746
locustag:STM4485	locustag:STM1885
locustag:STM3542	locustag:STM1885
locustag:STM4485	locustag:STM2081
locustag:STM3542	locustag:STM2081
locustag:STM0956	locustag:STM3043
locustag:STM0957	locustag:STM3043
locustag:STM0956	locustag:STM0607
locustag:STM0957	locustag:STM0607
locustag:STM0956	locustag:STM3551
locustag:STM0957	locustag:STM3551
locustag:STM0956	locustag:STM0848
locustag:STM0956	locustag:STM0849
locustag:STM0956	locustag:STM0850
locustag:STM0956	locustag:STM0851
locustag:STM0957	locustag:STM0848
locustag:STM0957	locustag:STM0849
locustag:STM0957	locustag:STM0850
locustag:STM0957	locustag:STM0851
locustag:STM2282	locustag:STM2162
locustag:STM2282	locustag:STM2163
locustag:STM2282	locustag:STM2164
locustag:STM2282	locustag:STM2165
locustag:STM3553	locustag:STM2457
locustag:STM3553	locustag:STM2458
locustag:STM2282	locustag:STM2460
locustag:STM2282	locustag:STM3225
locustag:STM2193	locustag:STM1900
locustag:STM2193	locustag:STM0137
locustag:STM1711	locustag:STM0416
locustag:STM3553	locustag:STM4108
locustag:STM3553	locustag:STM3529
locustag:STM3553	locustag:STM4086
locustag:STM3913	locustag:STM3742
locustag:STM2956	locustag:STM3913
locustag:STM0423	locustag:STM0439
locustag:STM0423	locustag:STM3305
locustag:STM0423	locustag:STM0221
locustag:STM3702	locustag:STM2946
locustag:STM3702	locustag:STM0872
locustag:STM3702	locustag:STM1165
locustag:STM3702	locustag:STM1433
locustag:STM3702	locustag:STM3702
locustag:STM0872	locustag:STM2946
locustag:STM0872	locustag:STM0872
locustag:STM0872	locustag:STM1165
locustag:STM0872	locustag:STM1433
locustag:STM0872	locustag:STM3702
locustag:STM1433	locustag:STM2946
locustag:STM1433	locustag:STM0872
locustag:STM1433	locustag:STM1165
locustag:STM1433	locustag:STM1433
locustag:STM1433	locustag:STM3702
locustag:STM1165	locustag:STM2946
locustag:STM1165	locustag:STM0872
locustag:STM1165	locustag:STM1165
locustag:STM1165	locustag:STM1433
locustag:STM1165	locustag:STM3702
locustag:STM3702	locustag:STM2807
locustag:STM3702	locustag:STM2808)
locustag:STM0872	locustag:STM2807
locustag:STM0872	locustag:STM2808)
locustag:STM1433	locustag:STM2807
locustag:STM1433	locustag:STM2808)
locustag:STM1165	locustag:STM2807
locustag:STM1165	locustag:STM2808)
locustag:STM0317	locustag:STM0141
locustag:STM0170	locustag:STM0141
locustag:STM0317	locustag:STM2927
locustag:STM0170	locustag:STM2927
locustag:STM0491	locustag:STM0141
locustag:STM0491	locustag:STM2927
locustag:STM3113	locustag:STM0491
locustag:STM3139	locustag:STM3139
locustag:STM3139	locustag:STM1502
locustag:STM3747	locustag:STM0317
locustag:STM3747	locustag:STM0170
locustag:STM3938	locustag:STM3937
locustag:STM2146	locustag:STM2146
locustag:STM2435	locustag:STM2146
locustag:STM0183	locustag:STM3295
locustag:STM3983	locustag:STM2389
locustag:STM3983	locustag:STM3982
locustag:STM2388	locustag:STM2389
locustag:STM2388	locustag:STM3982
locustag:STM1135	locustag:STM2959
locustag:STM1135	locustag:STM2492
locustag:STM1135	locustag:STM3247
locustag:STM1135	locustag:STM0525
locustag:STM3646	locustag:STM2959
locustag:STM3646	locustag:STM2492
locustag:STM3646	locustag:STM3247
locustag:STM3646	locustag:STM0525
locustag:STM0003	locustag:STM0004
locustag:STM4182	locustag:STM4100
locustag:STM4182	locustag:STM3624A
locustag:STM2073	locustag:STM2074
locustag:STM0317	locustag:STM4366
locustag:STM0170	locustag:STM4366
locustag:STM0317	locustag:STM2511
locustag:STM0170	locustag:STM2511
locustag:STM4234	locustag:STM3978
locustag:STM4234	locustag:STM2356
locustag:STM0595	locustag:STM0597
locustag:STM2310	locustag:STM0597
locustag:STM0595	locustag:STM2309
locustag:STM2310	locustag:STM2309
locustag:STM3721	locustag:STM3723
locustag:STM3716	locustag:STM3715
locustag:STM3712	locustag:STM3711
locustag:STM0597	locustag:STM0598
locustag:STM4184	locustag:STM0517
locustag:STM4184	locustag:STM3646
locustag:STM4184	locustag:STM1135
locustag:STM4184	locustag:STM4183
locustag:STM3711	locustag:STM3721
locustag:STM3723	locustag:STM3716
locustag:STM3714	locustag:STM0984
locustag:STM2147	locustag:STM4163
locustag:STM2403	locustag:STM0840
locustag:STM2403	locustag:STM0842
locustag:STM2403	locustag:STM1928
locustag:STM2075	locustag:STM2074
locustag:STM2077	locustag:STM2074
locustag:STM2074	locustag:STM2073
locustag:STM1725	locustag:STM1727
locustag:STM1725	locustag:STM1726
locustag:STM3560	locustag:STM0046
locustag:STM3561	locustag:STM0046
locustag:STM3563	locustag:STM0046
locustag:STM3567	locustag:STM0046
locustag:STM3562	locustag:STM0046
locustag:STM2072	locustag:STM2522
locustag:STM2074	locustag:STM2072
locustag:STM2354	locustag:STM2522
locustag:STM2352	locustag:STM2522
locustag:STM2351	locustag:STM2522
locustag:STM2353	locustag:STM2522
locustag:STM2511	locustag:STM2510
locustag:STM2511	locustag:STM2927
locustag:STM0051	locustag:STM0317
locustag:STM0051	locustag:STM0170
locustag:STM0491	locustag:STM4366
locustag:STM0491	locustag:STM2511
locustag:STM0049	locustag:STM3305
locustag:STM0049	locustag:STM0221
locustag:STM2389	locustag:STM0464
locustag:STM3982	locustag:STM0464
locustag:STM0112	locustag:STM0112
locustag:STM3961	locustag:STM3010
locustag:STM3961	locustag:STM1196
locustag:STM0988	locustag:STM3724
